posting_id,sentence
train_2625434276,blacksoap - soap
train_240158006,maycreate spray pemutih kulit - mycreate whitening bodyspray original 150ml
train_852987491,promo menjelang 11.11 hopylovy - ikat pinggang wanita ring belt / kode best buy ringbelt
train_2597325762,al-qur\xe2\x80\x99an tajwid warna terjemahan dan terjemah perkata al amzar mushaf utsmani  a5 original
train_2745873084,kesed anyam/kesed kaki
train_3280907906,najibah couple set moscrepe premium l baju termurah
train_4118047306,najibah couple set moscrepe premium / baju pasangan terhits
train_1850043370,"b""best seller najibah couple syari set khimar | baju pasangan syar'i"""
train_461131136,busa pembersih gelas dan pembersih botol
train_2919344198,sarung tangan motor hp android iglove touch screen smartphones iphone
train_400725785,polycotton square part 1
train_1460326018,ventela public high maroon
train_2832601463,new crayon shinchan by yoshito usui & uy studio
train_2046648117,life mask masker shield original jw
train_4157127524,masker 2 lapis bisa bolak-balik
train_1340352533,celana panjang legging jeans wanita pinggang karet jegging jumbo big size jsk
train_1463190049,waistbag usb waterproof buffback black phantom
train_1519424603,real pict ! lv tabung sling bag tas import tas batam termurah
train_3557081735,samsung galaxy a30s ram 4gb rom 64gb garansi resmi samsung indonesia sein 4gb/64gb
train_349933632,parfum evangeline eau de parfum zodiak 50ml
train_352444819,domp064 dompet lipat forever young from korea 80gr
train_3358430323,olevs jam tangan quartz analog ultra tipis warna rose gold strap adjustable untuk wanita
train_820247334,"jilbab voal premium motif segi empat , hijab square printing , kerudung premium , harga grosir part1"
train_486706041,(ada jumbo) set naura layer celana / setelan wanita muslim jumbo / pakaian wanita / fashion muslim
train_1448047761,topk am23 kabel charger magnetic micro usb magnet hp magnetik handphone nylon braided
train_3516250866,facial wash normal skin theraskin
train_3481769296,"b""prochiz keju slice 10's 170gr"""
train_2900038174,color pen joyko 24 warna clp-05 (pena warna) spidol yang bisa di hapus / joyko washable
train_3520927973,"b""leivy shower cream goat's milk - 500 ml"""
train_1289658199,abe food popcorn for kids 80 gr
train_687847181,l1r1 fire button sharpshooter  pubg ros fps triggers shooter controler
train_2129045681,hawaii lugano keranjang dengan tutup (l)
train_3531098453,new piyama arab setelan lulu by dlusia
train_393032861,morymony tessa - dompet lipat wanita
train_3139252876,[promo]  hijang hitam 52cmx35cm hiasan dinding panjang grid wire mesh kotak besi
train_811370303,mommyclopedia : panduan lengkap merawat batita
train_265471147,mommyclopedia: panduan lengkap merawat batita (1-3 tahun)
train_3403003364,celana dalam pria zb man | celana dalam pria zbman | zb man murah
train_3843292195,palette palet joyko plt-111
train_2707832241,dot pigeon nipple toples / silicone standard eco / pigeon dot bayi standart
train_164527659,paket lampu sepeda led depan belakang usb rechargeable anti air
train_1554071006,terpal kolam ikan uk(200x100x50) type a5 mima/jawara korea kwalitas sedang sangat cocok buat pemula
train_3875020256,case hp universal all size hp up to 6 all tipe hp case gantung anti air waterproof
train_2774027730,halo.bag  hp07 all size hp up to 6 all tipe hp waterproof case hp universal
train_3400468238,wardah white secret facial wash with natural aha 100ml
train_2351390745,cream cheese anchor 1 kg
train_3208147495,colidan fucoidan 50 mg - 1 blister @ 10 kapsul bantu kesehatan lambung
train_895605782,fashion muslimah jilbab instan niqab  3 in 1 / jilbab jumbo murah bahan jersey ori ena ( mirza)
train_4242531403,in parfume bandung 35ml
train_3060439197,handuk bayi daya serap tinggi / handuk mandi anak baby towel lembut hb-02 - random motif
train_2603178482,gelang anti nyamuk bikit guard untuk anak2 dan dewasa
train_1483556727,red jelly rk glow / redjelly rk premium rk glow/ red jelly rk / rk glow / redjelly rk premium
train_3946128332,tunik lakova( ld 110 cm pjg 100 cm)
train_4004383287,hot sale 1pc setelan kazel piyama donkey edition 0-16 bulan cherrybabykidsshop
train_2814341523,\xe3\x80\x90bostanten\xe3\x80\x91dompet wanita kulit pu versi panjang 8 warna 16 slot kartu
train_2144672406,mitochiba food chopper ch200
train_3440527249,parfum pria coco de men 100 ml
train_1040263340,willy cardi crop button cardigan
train_2156664068,xamthone / xamthone plus
train_929740855,fres & natural soap
train_2112596726,babymauri - premium baby sleepsuit motif dandelion
train_3648763809,import bi - sleepsuit bayi premium 3pcs motif dandelion
train_2238074966,import ld - premium baby sleepsuit motif dandelion
train_3170988485,import sh - premium baby sleepsuit motif dandelion
train_1611583388,littleolala - premium baby sleepsuit motif dandelion
train_3000304022,ring selfie light led rechargable / lampu selfie ( bisa dicas )
train_247580897,topi jepang topi masker topi mancing topi proyek topi kebun topi petani topi jepang murah
train_1458435983,headset vietnam original samsung e1272 / j1 ace bisa di pakai untuk semua macam handphone
train_629962110,wardah lightening bb cream light 30 ml
train_2524745494,kl77 kelambu tidur lipat korea 150x200 anti nyamuk & serangga premium
train_210125555,ak fashion setelan muslim wanita | set livior 2in1 | livia | alivia
train_3809329135,samsung a30s ram 4gb/64gb resmi 4 64
train_328759118,buku cerita anak bergambar seri balita pintar dan muslim paud colour
train_1931419892,baut /murr /wellnut windshield motor nmax anti jebol yamaha
train_488486329,nano gel pad phone holder nanotechnology gel pad serbaguna holder nano
train_1774583703,millenial alat pemisah putih dan kuning telur / egg white separator
train_3326138858,happy king hk-900 proclipper / alat cukur rambut / mesin cukur
train_2636707592,buku 365 aktivitas seru sepanjang tahun ballon media
train_2728799426,payung magic umbrella 3d (free bubble) payung hujan dengan motif yang muncul ketika basah
train_2548480872,pokita dress / dress pocket / dress saku
train_1412907287,shuttlecock / kok badminton meidy
train_724882257,magic water drawing book/ buku edukasi mewarnai anak
train_271260043,avail pantyliner avail pantiliner avail hijau avail ijo
train_179227343,avail pantyliner avail pantiliner avail hijau avail ijo avail pembalut
train_4117043865,[ mango ] scarlett brightening shower scrub bpom
train_1187231558,[bisa cod] vitamin c ipi isi 45 tablet
train_78681411,setelan sweater bunny 1 - 7 tahun maxkenzo baju anak berkualitas
train_1002824438,maspion mixing bowl 5 susun bahan enamel - mangkong 5set - rantang enamel berkualitas
train_2784515210,vivo v19 flip case cover kulit kartu untuk phone casing vivov19 v 19 wallet covers
train_1846016543,saus spaghetti delmonte 330gr
train_255014781,balon latex metalik tebal isi 100 pcs decotex / decoloon 320gr
train_4063588571,m053  corong lipat / corong minyak / corong air / corong portable
train_554494748,imamah sunah 2.5 - 6 meter murah/sorban habib sunnah/imamah habib 3 samapi 6 meter
train_2395522169,(cod) khimar fatimah wahyu by shafira // el rais hijab
train_427935921,kacamata auto fokus plus gloria kacamata baca ajaib canggih untuk semua kebutuhan kacamata baca plus
train_1444690218,[jne jtr] wardah white secret pure brightening cleanser 150 ml
train_752838374,{original ss scraft} jilbab/hijab instan khimar yumna
train_387158080,sling bag
train_730132049,syita tunic
train_2336064338,cbnk 029 plus | kasur bayi berkelambu set tempat tidur bayi bed cover motif polka navy archery
train_2664097238,spidol colour pen clp-04 joyko 12 warna washable
train_1118075101,fair lovely cream 25 gr
train_900379114,fair lovely cream 50 gr
train_3341686577,sido muncul sari kunyit 50 kapsul
train_1435258926,okhishop - piyama set baju tidur anak cewek dan cowok ada size bahan kaos combad
train_1231571789,masker kain 2 lapis earloop dan headloop
train_2886344367,prenagen juice fruit veggie 300ml
train_1133568834,crayon pentel oil pastels 50 warna
train_3996713527,wall decor
train_744726146,jacquelle blushher blush on
train_2913057271,taffstudio stand gitar long neck - hk00433
train_3523579713,tongtoll\xc2\xa0 e-toll tongkat kartu tol elektronik tongkat gto
train_87870719,talenan baskom multifungsi
train_3370905683,bubble wrap tambahan kecil
train_457488513,\xe2\x9d\xa4artemis.shop\xe2\x9d\xa4 rudy hadisuwarno hair growth serum 9ml x6 [ box ]
train_2571336423,tzuki sabun pemutih penghilang flek hitam dan anti aging
train_1995131575,teether gigitan bayi buah
train_2968455490,handsfree headset jbl earphone  super bass handset handsfree jbl
train_1452121836,parfum mobil kopi bali gantung - pengharum aroma alami - pewangi biji kopi
train_2114933541,masker sensa earloop 3ply
train_1131643780,jamu double strong
train_2087323349,baju tidur daster jumbo kalong / lowo / kelelawar gajah batikwarna
train_4069588169,baso aci cingcay radja rasa
train_3888263831,kabel cable data iphone 5g 5s 6g 6s 6s plus 7g 7plus original 99% bonus pelindung kabel
train_1691364197,terbaru gamis cantik husna maxy rf
train_1920270066,[saus bibimbap] gochujang halal 400 gram brand by kimchi oppaya
train_2151998293,minyak canola ( canola oil ) family choice 500 ml singapore
train_2708666847,"buku bahasa jepang "" paket marugoto a2 : bahasa kebudayaan jepang pemula pemahaman & aktivitas"
train_459375406,sandisk flashdisk ultra flair usb 3.0 cz73 - 128gb
train_1503516859,alas setrika/ alas gosok busa
train_3022479490,mainan rc mobil robot transformer karakter remote control yl06-2019-1 - hulk kekinian x2v8
train_710101448,lem fox pvac 150gr / lem putih
train_1778192076,somethinc niacinamide moisture beet somethinc hyaluronic b5 somethinc aha bha peeling solutions
train_615923615,mini cash register ls820a2 mesin kasiran mainan edukasi anak
train_3275284398,[best seller] | roti bluder cokro madiun minimal kelipatan 10 pcs
train_592604757,implora cheek & lip tint /  cheek and lip tint implora
train_2143101004,smst celana chino motz reguler
train_4120437054,mamypoko perekat royal soft - m 72 - popok tape
train_1428198250,oral-b sikat gigi anak stages 3
train_649342144,lingerie nightdress gstring 2017
train_3689798371,cod -  kotak tisu box tissue tempat tisu kerajinan tangan enceng gondok
train_19434559,handheld grip tripod stabilizer for gopro hero / xiaomi yi / brica b-pro / dji osmo camera
train_2210966531,pil manjakani kanza
train_3595883369,"xoss g+ gps bike computer wireless gps speedometer waterproof road bike mtb bicycle 1.8""lcd bluetoot"
train_4126053301,baterai batre battery xiaomi redmi note 3/bm46 ori
train_1009620393,magic suction cup mobile phone bracket holder gurita holder cumi
train_1436453129,tweedysub - mainan edukatif / puzzle kayu / jigsaw puzzle anak my first puzzle
train_604871432,\xe2\x9d\xa4\xef\xb8\x8fviva\xe2\x9d\xa4\xef\xb8\x8f pensil alis original bpom
train_1029733396,cone kerucut marker isi 1 pcs 23 cm latihan olahraga futsal skate sepak bola speeds baru 006-
train_1292200509,dress scuba frozen
train_3207964616,scarlett whitening acne / brightly ever after serum 15ml
train_1371006716,zee choco boom 10 sachet x  27gr
train_3781086387,card holder zipper 14 slot + 1 slot for money
train_2422886333,nivea facial foam sparkling white 100 ml
train_1598254292,"nagada tripod 1m + holder u universal / buat camdig,\xef\xbc\x8cdslr\xef\xbc\x8chandycam"
train_3118427665,"tripod 1m + holder u universal / buat camdig, handycam , dslr"
train_2107623056,"tripod 1m + holder u universal / buat camdig,\xef\xbc\x8cdslr\xef\xbc\x8chandycam a1"
train_3612988326,jahe merah super mix kenconosari 250gr
train_1190745689,(((ori flow)))) hijab midi khimar oval
train_822766593,guninco daun monstera ivy imitasi hijang sintetis artificial tanaman palsu
train_3240835248,holder flower / holder bunga stand phone holder 360 degree stick ring
train_3554299240,adt sponge beauty blender/makeup sponge
train_4182236352,bardi smart light bulb lampu pintar rgb+ww 9w wifi wireless iot for home automation
train_1122231176,goon smile baby pants pant popok celana s40 m34 l30 s 40 m 34 l 30 xl26 xl 26 ekonomis
train_2321725816,some by mi snail truecica starter kit original korea - somebymi snail trucica
train_1772608871,sarung muza sarung santung print ecer grosir promo termurah motif mbak santri batik monocrome
train_1640873048,dt.shop.medan pisau set 5in1
train_2138061128,gamepad pubg ak66 terbaru 2020 pubg mobile plus analog
train_3552603246,fresh care minyak angin aromatheraphy 10ml
train_1345646537,langsung di kirim masker kain bahan katun lembut polos warna-warni
train_3672881550,mamabear zoyamix sereal kedelai dengan daun katuk rasa pisang
train_3048243980,de essential set spatula isi 6 pcs 1073-sutil spatula 6 set
train_629562753,sensatia botanicals tea tree & lemon facial cleanser - 220 ml
train_162452766,samsung galaxy a01 2/16
train_4078910777,mainan edukatif edukasi anak balok susun - paket uno stacko tumbling stacking tower dan kartu uno
train_2218240706,promo 11.11 hijab khimar nazma rempel
train_4162065845,flare skirt (new frexa)
train_1454662450,"masker scuba sekolah sd, smp,sma. tdk terima eceran."
train_3343691252,you c1000 isotonic drink orange water 500ml
train_891598980,korset penyangga kehamilan maternity belt sorex tipe 4427 ibu hamil
train_2025446405,flasdisk sandisk 16gb original resmi
train_3959884374,inaco jelly
train_3897008118,100pcs korea ikat rambut warna polos colorful gelang karet wanita ikat kuncir rambut wanita hijab
train_1961530973,kabel data charger oppo original
train_3590672916,anmum lacta 200gr cokelat
train_3835241202,keyglow day cream | night cream | acne night cream 10ml
train_2833219839,hovelshop handsealer plastik mini generasi 2 / seal snack / sealer plastik makanan kecil
train_4117590889,madu zetsmag madu lambung dan magh isi 280gr
train_4249499429,dress anak perempuan / baju anak bahan scuba / daster anak / baju anak prempuan motif unicorn
train_1822046792,mainan kereta api thamos & friends 4 gerbong
train_1982937813,mainan kereta thamos & friends 4 gerbong
train_3939596147,buff masker kain hitam polos mask slayer bandana buf baff grosir masker mulut masker hitam polyester
train_1889634838,buf masker kain hitam google mask slayer bandana balaclava motor helm
